,license,file_name,coco_url,height,width,date_captured,flickr_url,id
1115,1,000000221257.jpg,http://images.cocodataset.org/train2017/000000221257.jpg,500,333,2013-11-17 06:23:32,http://farm3.staticflickr.com/2228/2294988986_6ee6b5a35a_z.jpg,221257
1116,2,000000065612.jpg,http://images.cocodataset.org/train2017/000000065612.jpg,640,480,2013-11-16 13:14:45,http://farm1.staticflickr.com/62/198447530_b903bdaa2a_z.jpg,65612
1117,3,000000139345.jpg,http://images.cocodataset.org/train2017/000000139345.jpg,342,500,2013-11-17 04:42:28,http://farm3.staticflickr.com/2145/2091728389_45a8370cf6_z.jpg,139345
1118,2,000000090194.jpg,http://images.cocodataset.org/train2017/000000090194.jpg,427,640,2013-11-17 09:16:26,http://farm5.staticflickr.com/4149/4961837977_142200ea81_z.jpg,90194
1119,1,000000311377.jpg,http://images.cocodataset.org/train2017/000000311377.jpg,424,640,2013-11-20 00:28:41,http://farm8.staticflickr.com/7386/8880406525_86b55f2b93_z.jpg,311377
1120,5,000000082005.jpg,http://images.cocodataset.org/train2017/000000082005.jpg,427,640,2013-11-16 23:18:37,http://farm4.staticflickr.com/3134/2611511430_4b78354981_z.jpg,82005
1121,3,000000573527.jpg,http://images.cocodataset.org/train2017/000000573527.jpg,334,500,2013-11-17 01:05:29,http://farm4.staticflickr.com/3460/3907521143_25a9c10faf_z.jpg,573527
1122,1,000000434270.jpg,http://images.cocodataset.org/train2017/000000434270.jpg,480,640,2013-11-18 01:29:49,http://farm2.staticflickr.com/1317/1466473278_a97658fa4c_z.jpg,434270
1123,3,000000458857.jpg,http://images.cocodataset.org/train2017/000000458857.jpg,264,640,2013-11-17 00:56:03,http://farm5.staticflickr.com/4023/4697144967_2d02bb31cf_z.jpg,458857
1124,5,000000024699.jpg,http://images.cocodataset.org/train2017/000000024699.jpg,353,500,2013-11-17 08:23:23,http://farm1.staticflickr.com/146/423296994_be935acdcc_z.jpg,24699
1125,3,000000335999.jpg,http://images.cocodataset.org/train2017/000000335999.jpg,480,640,2013-11-17 08:49:08,http://farm9.staticflickr.com/8255/8676491221_74f7592ce7_z.jpg,335999
1126,1,000000327808.jpg,http://images.cocodataset.org/train2017/000000327808.jpg,500,375,2013-11-17 08:10:44,http://farm1.staticflickr.com/188/390224394_6019ad0d1c_z.jpg,327808
1127,5,000000278660.jpg,http://images.cocodataset.org/train2017/000000278660.jpg,640,425,2013-11-17 09:07:36,http://farm4.staticflickr.com/3270/5874324171_8b85e6eecf_z.jpg,278660
1128,3,000000458891.jpg,http://images.cocodataset.org/train2017/000000458891.jpg,640,640,2013-11-17 08:56:48,http://farm9.staticflickr.com/8331/8142877276_890d18f56e_z.jpg,458891
1129,4,000000295055.jpg,http://images.cocodataset.org/train2017/000000295055.jpg,480,640,2013-11-17 00:54:30,http://farm2.staticflickr.com/1252/1217266382_4721039804_z.jpg,295055
1130,1,000000000151.jpg,http://images.cocodataset.org/train2017/000000000151.jpg,640,480,2013-11-17 08:53:07,http://farm3.staticflickr.com/2894/8920100000_ffa8ce09e9_z.jpg,151
1131,1,000000131225.jpg,http://images.cocodataset.org/train2017/000000131225.jpg,480,640,2013-11-16 22:44:17,http://farm9.staticflickr.com/8535/8627658695_b219be2330_z.jpg,131225
1132,4,000000295074.jpg,http://images.cocodataset.org/train2017/000000295074.jpg,427,640,2013-11-16 18:37:04,http://farm9.staticflickr.com/8185/8429957477_00e7276c5e_z.jpg,295074
1133,2,000000368807.jpg,http://images.cocodataset.org/train2017/000000368807.jpg,428,640,2013-11-17 08:32:32,http://farm6.staticflickr.com/5213/5385699810_b5aed38c61_z.jpg,368807
1134,4,000000180397.jpg,http://images.cocodataset.org/train2017/000000180397.jpg,480,640,2013-11-17 09:43:52,http://farm4.staticflickr.com/3185/2939452833_51d8afbef3_z.jpg,180397
1135,1,000000311469.jpg,http://images.cocodataset.org/train2017/000000311469.jpg,640,480,2013-11-17 04:34:33,http://farm6.staticflickr.com/5128/5228712097_4475cc1342_z.jpg,311469
1136,5,000000368818.jpg,http://images.cocodataset.org/train2017/000000368818.jpg,480,640,2013-11-16 21:28:30,http://farm4.staticflickr.com/3790/9145467464_441d467e36_z.jpg,368818
1137,3,000000467126.jpg,http://images.cocodataset.org/train2017/000000467126.jpg,500,375,2013-11-15 06:10:01,http://farm2.staticflickr.com/1068/1161234604_456032de97_z.jpg,467126
1138,1,000000393403.jpg,http://images.cocodataset.org/train2017/000000393403.jpg,480,640,2013-11-16 21:55:30,http://farm8.staticflickr.com/7327/8805433719_6937d071fe_z.jpg,393403
1139,5,000000336063.jpg,http://images.cocodataset.org/train2017/000000336063.jpg,419,640,2013-11-17 01:17:20,http://farm8.staticflickr.com/7060/6975061733_c07cb893b6_z.jpg,336063
1140,2,000000467137.jpg,http://images.cocodataset.org/train2017/000000467137.jpg,640,427,2013-11-17 08:07:45,http://farm7.staticflickr.com/6211/6363574019_9759cde848_z.jpg,467137
1141,1,000000254150.jpg,http://images.cocodataset.org/train2017/000000254150.jpg,533,640,2013-11-17 08:42:24,http://farm9.staticflickr.com/8167/7468735954_73e6ae796a_z.jpg,254150
1142,4,000000278731.jpg,http://images.cocodataset.org/train2017/000000278731.jpg,480,640,2013-11-16 15:47:24,http://farm9.staticflickr.com/8446/7986104504_cc0e6315c7_z.jpg,278731
1143,5,000000393419.jpg,http://images.cocodataset.org/train2017/000000393419.jpg,640,384,2013-11-17 05:46:11,http://farm4.staticflickr.com/3059/2987458645_fcd4bf14a9_z.jpg,393419
1144,3,000000024779.jpg,http://images.cocodataset.org/train2017/000000024779.jpg,640,480,2013-11-16 21:26:55,http://farm5.staticflickr.com/4006/4517190748_13057e68f6_z.jpg,24779
1145,3,000000393422.jpg,http://images.cocodataset.org/train2017/000000393422.jpg,360,640,2013-11-17 10:02:34,http://farm1.staticflickr.com/100/289879944_0cf084139c_z.jpg,393422
1146,4,000000360658.jpg,http://images.cocodataset.org/train2017/000000360658.jpg,640,427,2013-11-17 00:48:19,http://farm4.staticflickr.com/3038/2680744675_c2b99b363d_z.jpg,360658
1147,4,000000540885.jpg,http://images.cocodataset.org/train2017/000000540885.jpg,480,640,2013-11-18 19:51:32,http://farm4.staticflickr.com/3645/3360435433_b517442124_z.jpg,540885
1148,4,000000123099.jpg,http://images.cocodataset.org/train2017/000000123099.jpg,640,425,2013-11-17 05:25:00,http://farm3.staticflickr.com/2240/3537711474_354e1db601_z.jpg,123099
1149,1,000000245983.jpg,http://images.cocodataset.org/train2017/000000245983.jpg,480,640,2013-11-17 09:28:53,http://farm4.staticflickr.com/3555/3415522451_ee93e8f1d1_z.jpg,245983
1150,4,000000442600.jpg,http://images.cocodataset.org/train2017/000000442600.jpg,640,361,2013-11-17 03:29:57,http://farm8.staticflickr.com/7413/9683071110_7303d44221_z.jpg,442600
1151,1,000000123119.jpg,http://images.cocodataset.org/train2017/000000123119.jpg,424,640,2013-11-17 08:43:39,http://farm8.staticflickr.com/7269/7594979802_ebd8bfc443_z.jpg,123119
1152,3,000000106739.jpg,http://images.cocodataset.org/train2017/000000106739.jpg,500,339,2013-11-15 06:09:29,http://farm4.staticflickr.com/3631/3611205526_807b2d22cc_z.jpg,106739
1153,1,000000475389.jpg,http://images.cocodataset.org/train2017/000000475389.jpg,640,426,2013-11-15 21:28:52,http://farm4.staticflickr.com/3801/9293023342_2d38c1d3f6_z.jpg,475389
1154,4,000000311564.jpg,http://images.cocodataset.org/train2017/000000311564.jpg,480,640,2013-11-17 10:03:11,http://farm1.staticflickr.com/149/430541878_6e27582eb4_z.jpg,311564
1155,3,000000311568.jpg,http://images.cocodataset.org/train2017/000000311568.jpg,427,640,2013-11-17 00:46:07,http://farm9.staticflickr.com/8249/8582689144_d2aa6df250_z.jpg,311568
1156,2,000000188692.jpg,http://images.cocodataset.org/train2017/000000188692.jpg,482,640,2013-11-17 08:40:32,http://farm4.staticflickr.com/3237/2877264825_96847d4314_z.jpg,188692
1157,4,000000426261.jpg,http://images.cocodataset.org/train2017/000000426261.jpg,640,480,2013-11-17 09:28:13,http://farm4.staticflickr.com/3549/3517952757_85045d9c9a_z.jpg,426261
1158,3,000000270612.jpg,http://images.cocodataset.org/train2017/000000270612.jpg,640,426,2013-11-17 00:20:56,http://farm5.staticflickr.com/4042/4202478499_41139ed035_z.jpg,270612
1159,4,000000098590.jpg,http://images.cocodataset.org/train2017/000000098590.jpg,478,640,2013-11-19 20:03:35,http://farm9.staticflickr.com/8112/8524647037_10336bd44d_z.jpg,98590
1160,3,000000442654.jpg,http://images.cocodataset.org/train2017/000000442654.jpg,640,480,2013-11-17 00:50:00,http://farm1.staticflickr.com/253/517317273_01c45f4096_z.jpg,442654
1161,1,000000278823.jpg,http://images.cocodataset.org/train2017/000000278823.jpg,333,500,2013-11-16 23:08:11,http://farm4.staticflickr.com/3324/3331004379_cee0f30575_z.jpg,278823
1162,6,000000106794.jpg,http://images.cocodataset.org/train2017/000000106794.jpg,423,640,2013-11-18 21:08:21,http://farm5.staticflickr.com/4122/4878983785_c40828f725_z.jpg,106794
1163,1,000000254250.jpg,http://images.cocodataset.org/train2017/000000254250.jpg,640,458,2013-11-17 10:48:56,http://farm6.staticflickr.com/5144/5599378091_1ac7e18e72_z.jpg,254250
1164,1,000000418092.jpg,http://images.cocodataset.org/train2017/000000418092.jpg,390,500,2013-11-17 08:16:25,http://farm4.staticflickr.com/3211/2838920834_46c253383b_z.jpg,418092
1165,5,000000106805.jpg,http://images.cocodataset.org/train2017/000000106805.jpg,386,640,2013-11-17 08:14:17,http://farm6.staticflickr.com/5309/5874668644_0a24fc95d6_z.jpg,106805
1166,5,000000057663.jpg,http://images.cocodataset.org/train2017/000000057663.jpg,427,640,2013-11-17 08:29:06,http://farm7.staticflickr.com/6156/6221944741_bc177c30df_z.jpg,57663
1167,5,000000418113.jpg,http://images.cocodataset.org/train2017/000000418113.jpg,427,640,2013-11-17 08:12:57,http://farm1.staticflickr.com/218/512668832_01b0c41060_z.jpg,418113
1168,2,000000450886.jpg,http://images.cocodataset.org/train2017/000000450886.jpg,250,500,2013-11-17 10:18:38,http://farm1.staticflickr.com/22/25793504_063d306fcb_z.jpg,450886
1169,3,000000262471.jpg,http://images.cocodataset.org/train2017/000000262471.jpg,427,640,2013-11-17 05:03:41,http://farm3.staticflickr.com/2554/4023121703_1e050fccc7_z.jpg,262471
1170,2,000000098639.jpg,http://images.cocodataset.org/train2017/000000098639.jpg,426,640,2013-11-17 08:06:36,http://farm4.staticflickr.com/3198/2939497749_570a016714_z.jpg,98639
1171,1,000000270672.jpg,http://images.cocodataset.org/train2017/000000270672.jpg,375,500,2013-11-20 20:12:28,http://farm2.staticflickr.com/1126/752359642_c0fd07e263_z.jpg,270672
1172,5,000000106834.jpg,http://images.cocodataset.org/train2017/000000106834.jpg,480,640,2013-11-17 09:45:58,http://farm4.staticflickr.com/3040/2855772878_96404bc3cb_z.jpg,106834
1173,6,000000459103.jpg,http://images.cocodataset.org/train2017/000000459103.jpg,480,640,2013-11-17 08:29:35,http://farm4.staticflickr.com/3709/9630929970_bf2be8a292_z.jpg,459103
1174,2,000000344422.jpg,http://images.cocodataset.org/train2017/000000344422.jpg,640,640,2013-11-17 09:14:13,http://farm5.staticflickr.com/4112/5033315988_0d2547f68e_z.jpg,344422
1175,4,000000418152.jpg,http://images.cocodataset.org/train2017/000000418152.jpg,640,480,2013-11-17 08:20:26,http://farm4.staticflickr.com/3298/3340021603_27d9862da9_z.jpg,418152
1176,4,000000393583.jpg,http://images.cocodataset.org/train2017/000000393583.jpg,360,640,2013-11-17 09:24:41,http://farm4.staticflickr.com/3009/3250085581_5fb62a9d67_z.jpg,393583
1177,5,000000074096.jpg,http://images.cocodataset.org/train2017/000000074096.jpg,427,640,2013-11-16 16:41:42,http://farm4.staticflickr.com/3483/3964427628_35f987023b_z.jpg,74096
1178,4,000000074099.jpg,http://images.cocodataset.org/train2017/000000074099.jpg,426,640,2013-11-15 06:08:45,http://farm6.staticflickr.com/5261/5677161163_c47afa9598_z.jpg,74099
1179,1,000000287099.jpg,http://images.cocodataset.org/train2017/000000287099.jpg,480,640,2013-11-17 06:07:32,http://farm3.staticflickr.com/2107/2436563633_8c95e8e5aa_z.jpg,287099
1180,2,000000524676.jpg,http://images.cocodataset.org/train2017/000000524676.jpg,640,480,2013-11-17 04:32:07,http://farm6.staticflickr.com/5007/5365218091_37828d37fe_z.jpg,524676
1181,5,000000418181.jpg,http://images.cocodataset.org/train2017/000000418181.jpg,500,335,2013-11-17 01:02:36,http://farm3.staticflickr.com/2314/2394864177_321d42242d_z.jpg,418181
1182,3,000000098693.jpg,http://images.cocodataset.org/train2017/000000098693.jpg,640,426,2013-11-17 05:48:27,http://farm4.staticflickr.com/3278/2926390041_10158b9aa5_z.jpg,98693
1183,2,000000278921.jpg,http://images.cocodataset.org/train2017/000000278921.jpg,428,640,2013-11-16 23:48:49,http://farm4.staticflickr.com/3454/3208929391_b9fa771095_z.jpg,278921
1184,3,000000033167.jpg,http://images.cocodataset.org/train2017/000000033167.jpg,640,480,2013-11-24 10:53:26,http://farm1.staticflickr.com/19/22765051_0c6dc1a0a8_z.jpg,33167
1185,3,000000385425.jpg,http://images.cocodataset.org/train2017/000000385425.jpg,640,427,2013-11-17 00:53:19,http://farm6.staticflickr.com/5258/5488326262_f7231ae12c_z.jpg,385425
1186,3,000000278934.jpg,http://images.cocodataset.org/train2017/000000278934.jpg,427,640,2013-11-17 09:35:36,http://farm4.staticflickr.com/3571/3495112186_75084759bf_z.jpg,278934
1187,2,000000549276.jpg,http://images.cocodataset.org/train2017/000000549276.jpg,640,480,2013-11-17 08:21:01,http://farm8.staticflickr.com/7034/6459169147_53f1815cff_z.jpg,549276
1188,3,000000483752.jpg,http://images.cocodataset.org/train2017/000000483752.jpg,480,640,2013-11-17 08:11:03,http://farm1.staticflickr.com/26/46560751_746e7a5d5b_z.jpg,483752
1189,2,000000500139.jpg,http://images.cocodataset.org/train2017/000000500139.jpg,640,512,2013-11-17 10:03:43,http://farm1.staticflickr.com/81/275088054_d85e256d56_z.jpg,500139
1190,3,000000491959.jpg,http://images.cocodataset.org/train2017/000000491959.jpg,500,357,2013-11-17 00:08:50,http://farm1.staticflickr.com/132/412809588_4a68d3b63d_z.jpg,491959
1191,4,000000328120.jpg,http://images.cocodataset.org/train2017/000000328120.jpg,426,640,2013-11-14 23:03:13,http://farm9.staticflickr.com/8218/8433509653_ef78a3451e_z.jpg,328120
1192,3,000000139712.jpg,http://images.cocodataset.org/train2017/000000139712.jpg,427,640,2013-11-16 13:56:07,http://farm7.staticflickr.com/6112/6287544189_268c11a1b5_z.jpg,139712
1193,5,000000074179.jpg,http://images.cocodataset.org/train2017/000000074179.jpg,375,500,2013-11-17 16:32:02,http://farm3.staticflickr.com/2489/3876724993_5c3e0eaa1f_z.jpg,74179
1194,4,000000016839.jpg,http://images.cocodataset.org/train2017/000000016839.jpg,427,640,2013-11-17 09:47:08,http://farm3.staticflickr.com/2397/2436777562_b42bc0998b_z.jpg,16839
1195,3,000000147915.jpg,http://images.cocodataset.org/train2017/000000147915.jpg,640,427,2013-11-17 09:11:54,http://farm6.staticflickr.com/5066/5672131641_912c764471_z.jpg,147915
1196,3,000000197090.jpg,http://images.cocodataset.org/train2017/000000197090.jpg,375,500,2013-11-17 09:48:45,http://farm4.staticflickr.com/3210/2740398985_bc92c8d324_z.jpg,197090
1197,1,000000524773.jpg,http://images.cocodataset.org/train2017/000000524773.jpg,480,640,2013-11-17 09:21:21,http://farm4.staticflickr.com/3501/4015572345_5cfe855421_z.jpg,524773
1198,4,000000246248.jpg,http://images.cocodataset.org/train2017/000000246248.jpg,480,640,2013-11-17 04:22:23,http://farm6.staticflickr.com/5269/5649758607_6b788a0869_z.jpg,246248
1199,3,000000475626.jpg,http://images.cocodataset.org/train2017/000000475626.jpg,640,427,2013-11-17 08:15:47,http://farm4.staticflickr.com/3495/3270841670_601085da0e_z.jpg,475626
1200,4,000000196610.jpg,http://images.cocodataset.org/train2017/000000196610.jpg,640,480,2013-11-15 01:28:33,http://farm6.staticflickr.com/5194/7180047202_a5702df5f5_z.jpg,196610
1201,3,000000073731.jpg,http://images.cocodataset.org/train2017/000000073731.jpg,640,480,2013-11-17 10:30:06,http://farm3.staticflickr.com/2580/3767364818_6586255958_z.jpg,73731
1202,4,000000116740.jpg,http://images.cocodataset.org/train2017/000000116740.jpg,640,427,2013-11-16 18:15:14,http://farm5.staticflickr.com/4100/4757069963_f0a25354da_z.jpg,116740
1203,1,000000178181.jpg,http://images.cocodataset.org/train2017/000000178181.jpg,333,500,2013-11-17 10:43:23,http://farm1.staticflickr.com/129/335688758_059a676ac1_z.jpg,178181
1204,3,000000020489.jpg,http://images.cocodataset.org/train2017/000000020489.jpg,640,480,2013-11-17 10:29:42,http://farm2.staticflickr.com/1115/686543175_beb25953da_z.jpg,20489
1205,1,000000116746.jpg,http://images.cocodataset.org/train2017/000000116746.jpg,500,375,2013-11-17 11:14:41,http://farm1.staticflickr.com/17/23250500_b28a8775c7_z.jpg,116746
1206,1,000000067593.jpg,http://images.cocodataset.org/train2017/000000067593.jpg,640,460,2013-11-17 10:31:04,http://farm6.staticflickr.com/5145/5602515919_89e189f200_z.jpg,67593
1207,3,000000335885.jpg,http://images.cocodataset.org/train2017/000000335885.jpg,640,479,2013-11-17 11:12:22,http://farm4.staticflickr.com/3573/3862860547_73e57a1f90_z.jpg,335885
1208,5,000000460813.jpg,http://images.cocodataset.org/train2017/000000460813.jpg,640,254,2013-11-17 10:41:13,http://farm1.staticflickr.com/77/197102762_0789122b89_z.jpg,460813
1209,6,000000272405.jpg,http://images.cocodataset.org/train2017/000000272405.jpg,480,640,2013-11-24 15:32:53,http://farm9.staticflickr.com/8307/7943354420_4f81d1d05c_z.jpg,272405
1210,1,000000483352.jpg,http://images.cocodataset.org/train2017/000000483352.jpg,500,375,2013-11-17 10:42:50,http://farm1.staticflickr.com/23/31809179_6c6592705b_z.jpg,483352
1211,2,000000526362.jpg,http://images.cocodataset.org/train2017/000000526362.jpg,403,640,2013-11-18 10:29:40,http://farm8.staticflickr.com/7003/6591533905_cc1373903b_z.jpg,526362
1212,3,000000092187.jpg,http://images.cocodataset.org/train2017/000000092187.jpg,640,426,2013-11-17 11:32:36,http://farm4.staticflickr.com/3093/2684666590_9e9ae31de5_z.jpg,92187
1213,5,000000413723.jpg,http://images.cocodataset.org/train2017/000000413723.jpg,480,640,2013-11-15 07:12:13,http://farm6.staticflickr.com/5068/5631342014_570d3bbd66_z.jpg,413723
1214,2,000000358429.jpg,http://images.cocodataset.org/train2017/000000358429.jpg,640,427,2013-11-15 03:05:06,http://farm4.staticflickr.com/3289/3094936310_e12c38a0df_z.jpg,358429
1215,5,000000258078.jpg,http://images.cocodataset.org/train2017/000000258078.jpg,640,426,2013-11-17 10:22:08,http://farm4.staticflickr.com/3022/3558221418_e11cabf1f3_z.jpg,258078
1216,2,000000485406.jpg,http://images.cocodataset.org/train2017/000000485406.jpg,375,500,2013-11-17 10:43:43,http://farm4.staticflickr.com/3445/3403914325_07370b01db_z.jpg,485406
1217,2,000000426016.jpg,http://images.cocodataset.org/train2017/000000426016.jpg,500,375,2013-11-17 11:09:57,http://farm1.staticflickr.com/4/4738756_3ed4d2b1ba_z.jpg,426016
1218,3,000000016414.jpg,http://images.cocodataset.org/train2017/000000016414.jpg,640,424,2013-11-17 01:08:29,http://farm6.staticflickr.com/5139/5501879016_6f649ce5ea_z.jpg,16414
1219,4,000000444448.jpg,http://images.cocodataset.org/train2017/000000444448.jpg,480,640,2013-11-16 19:35:54,http://farm1.staticflickr.com/4/6123498_0d9e940615_z.jpg,444448
1220,5,000000567332.jpg,http://images.cocodataset.org/train2017/000000567332.jpg,640,421,2013-11-17 11:14:13,http://farm5.staticflickr.com/4035/4342882238_59e6794140_z.jpg,567332
1221,4,000000444453.jpg,http://images.cocodataset.org/train2017/000000444453.jpg,640,427,2013-11-17 10:49:13,http://farm4.staticflickr.com/3068/2840157219_b6b31f17bf_z.jpg,444453
1222,2,000000411690.jpg,http://images.cocodataset.org/train2017/000000411690.jpg,413,640,2013-11-14 23:16:02,http://farm1.staticflickr.com/11/12249047_8160f51db2_z.jpg,411690
1223,1,000000272430.jpg,http://images.cocodataset.org/train2017/000000272430.jpg,360,640,2013-11-17 10:25:31,http://farm5.staticflickr.com/4100/5061093048_83c9fe1804_z.jpg,272430
1224,4,000000499760.jpg,http://images.cocodataset.org/train2017/000000499760.jpg,570,640,2013-11-17 10:24:03,http://farm1.staticflickr.com/55/138483885_8d75305ee7_z.jpg,499760
1225,1,000000524338.jpg,http://images.cocodataset.org/train2017/000000524338.jpg,480,640,2013-11-17 11:29:07,http://farm4.staticflickr.com/3383/3507659926_3933fc056f_z.jpg,524338
1226,4,000000092212.jpg,http://images.cocodataset.org/train2017/000000092212.jpg,640,480,2013-11-17 11:42:00,http://farm4.staticflickr.com/3321/3219514840_af61cf5bc8_z.jpg,92212
1227,6,000000288824.jpg,http://images.cocodataset.org/train2017/000000288824.jpg,480,640,2013-11-17 19:02:35,http://farm9.staticflickr.com/8083/8327069991_e90b0da1a4_z.jpg,288824
1228,1,000000471097.jpg,http://images.cocodataset.org/train2017/000000471097.jpg,480,640,2013-11-15 06:26:13,http://farm3.staticflickr.com/2377/2163160471_fe12fb0ca6_z.jpg,471097
1229,5,000000288828.jpg,http://images.cocodataset.org/train2017/000000288828.jpg,427,640,2013-11-17 10:44:15,http://farm9.staticflickr.com/8292/7709828444_508d27eb83_z.jpg,288828
1230,3,000000565310.jpg,http://images.cocodataset.org/train2017/000000565310.jpg,500,375,2013-11-17 11:42:43,http://farm1.staticflickr.com/220/501159640_efc7afc9d4_z.jpg,565310
1231,3,000000426049.jpg,http://images.cocodataset.org/train2017/000000426049.jpg,480,640,2013-11-17 11:25:46,http://farm3.staticflickr.com/2598/3863441553_1f94026ccb_z.jpg,426049
1232,1,000000438341.jpg,http://images.cocodataset.org/train2017/000000438341.jpg,640,480,2013-11-17 11:38:50,http://farm1.staticflickr.com/2/1471582_7fc722d271_z.jpg,438341
1233,5,000000147526.jpg,http://images.cocodataset.org/train2017/000000147526.jpg,640,480,2013-11-17 10:48:22,http://farm5.staticflickr.com/4152/5045043811_b9e3b2fdc3_z.jpg,147526
1234,1,000000145480.jpg,http://images.cocodataset.org/train2017/000000145480.jpg,500,361,2013-11-17 10:23:24,http://farm4.staticflickr.com/3161/2927575225_662a6dd378_z.jpg,145480
1235,4,000000235595.jpg,http://images.cocodataset.org/train2017/000000235595.jpg,480,640,2013-11-15 22:05:49,http://farm7.staticflickr.com/6155/6179447413_d60cf99f28_z.jpg,235595
1236,4,000000387150.jpg,http://images.cocodataset.org/train2017/000000387150.jpg,480,640,2013-11-17 10:45:22,http://farm4.staticflickr.com/3259/3174822087_1d0918bc0b_z.jpg,387150
1237,2,000000096339.jpg,http://images.cocodataset.org/train2017/000000096339.jpg,480,640,2013-11-17 10:24:33,http://farm8.staticflickr.com/7049/6907722705_f2835c97f3_z.jpg,96339
1238,3,000000092244.jpg,http://images.cocodataset.org/train2017/000000092244.jpg,480,640,2013-11-17 11:07:27,http://farm4.staticflickr.com/3204/2945478035_73a3c7515a_z.jpg,92244
1239,3,000000104537.jpg,http://images.cocodataset.org/train2017/000000104537.jpg,427,640,2013-11-16 12:36:12,http://farm9.staticflickr.com/8147/7494485652_ec5d576925_z.jpg,104537
1240,4,000000051291.jpg,http://images.cocodataset.org/train2017/000000051291.jpg,640,526,2013-11-17 11:09:22,http://farm4.staticflickr.com/3284/3059621261_a22e32a7c6_z.jpg,51291
1241,4,000000338012.jpg,http://images.cocodataset.org/train2017/000000338012.jpg,480,640,2013-11-15 02:02:53,http://farm6.staticflickr.com/5208/5231481496_300fb7a566_z.jpg,338012
1242,3,000000155739.jpg,http://images.cocodataset.org/train2017/000000155739.jpg,281,500,2013-11-17 11:29:50,http://farm4.staticflickr.com/3367/3420297080_794463d19b_z.jpg,155739
1243,1,000000305247.jpg,http://images.cocodataset.org/train2017/000000305247.jpg,407,640,2013-11-15 06:31:24,http://farm1.staticflickr.com/48/150715464_29efa19d0e_z.jpg,305247
1244,1,000000198751.jpg,http://images.cocodataset.org/train2017/000000198751.jpg,640,425,2013-11-17 10:41:30,http://farm4.staticflickr.com/3419/3883714736_c6c5145f53_z.jpg,198751
1245,3,000000073823.jpg,http://images.cocodataset.org/train2017/000000073823.jpg,489,640,2013-11-17 10:39:17,http://farm1.staticflickr.com/116/307873455_30016eecd9_z.jpg,73823
1246,2,000000555109.jpg,http://images.cocodataset.org/train2017/000000555109.jpg,640,640,2013-11-17 10:35:00,http://farm2.staticflickr.com/1023/3163652849_6e3ff0d5c4_z.jpg,555109
1247,1,000000522342.jpg,http://images.cocodataset.org/train2017/000000522342.jpg,480,640,2013-11-17 11:07:03,http://farm4.staticflickr.com/3125/2688947151_e23392e4e9_z.jpg,522342
1248,3,000000458856.jpg,http://images.cocodataset.org/train2017/000000458856.jpg,427,640,2013-11-15 06:51:22,http://farm3.staticflickr.com/2559/4127675158_f4196fd8cf_z.jpg,458856
1249,2,000000460910.jpg,http://images.cocodataset.org/train2017/000000460910.jpg,427,640,2013-11-14 23:16:19,http://farm5.staticflickr.com/4017/4279052753_9e7913d4e3_z.jpg,460910
1250,1,000000335986.jpg,http://images.cocodataset.org/train2017/000000335986.jpg,427,640,2013-11-17 10:24:47,http://farm5.staticflickr.com/4061/4571481548_7d369997c9_z.jpg,335986
1251,2,000000079986.jpg,http://images.cocodataset.org/train2017/000000079986.jpg,334,500,2013-11-17 11:32:52,http://farm4.staticflickr.com/3227/2494709070_f627053f78_z.jpg,79986
1252,6,000000467062.jpg,http://images.cocodataset.org/train2017/000000467062.jpg,427,640,2013-11-17 11:09:32,http://farm4.staticflickr.com/3397/3189696085_52bfafdd0c_z.jpg,467062
1253,1,000000198775.jpg,http://images.cocodataset.org/train2017/000000198775.jpg,480,640,2013-11-15 10:53:08,http://farm4.staticflickr.com/3018/3063159487_28743e79ee_z.jpg,198775
1254,4,000000174211.jpg,http://images.cocodataset.org/train2017/000000174211.jpg,640,480,2013-11-17 11:14:46,http://farm4.staticflickr.com/3108/3227237109_df8c8e4238_z.jpg,174211
1255,1,000000008339.jpg,http://images.cocodataset.org/train2017/000000008339.jpg,501,640,2013-11-15 20:44:33,http://farm8.staticflickr.com/7275/7107446649_0ac626bf5d_z.jpg,8339
1256,3,000000559252.jpg,http://images.cocodataset.org/train2017/000000559252.jpg,640,480,2013-11-15 06:17:04,http://farm9.staticflickr.com/8023/7643920542_e0859a1738_z.jpg,559252
1257,1,000000385172.jpg,http://images.cocodataset.org/train2017/000000385172.jpg,640,480,2013-11-17 11:06:50,http://farm3.staticflickr.com/2044/4509414141_a91a38f147_z.jpg,385172
1258,1,000000520342.jpg,http://images.cocodataset.org/train2017/000000520342.jpg,640,640,2013-11-17 10:24:21,http://farm3.staticflickr.com/2832/8910173699_4dd082bd5d_z.jpg,520342
1259,2,000000288923.jpg,http://images.cocodataset.org/train2017/000000288923.jpg,480,640,2013-11-15 01:06:43,http://farm4.staticflickr.com/3484/3233436759_eb0bd684c7_z.jpg,288923
1260,3,000000176283.jpg,http://images.cocodataset.org/train2017/000000176283.jpg,333,500,2013-11-17 10:22:58,http://farm1.staticflickr.com/23/30371873_2c2b1fa8ff_z.jpg,176283
1261,4,000000239771.jpg,http://images.cocodataset.org/train2017/000000239771.jpg,427,640,2013-11-14 23:18:27,http://farm1.staticflickr.com/29/47199442_cf32fa1362_z.jpg,239771
1262,3,000000149660.jpg,http://images.cocodataset.org/train2017/000000149660.jpg,410,640,2013-11-16 19:56:33,http://farm3.staticflickr.com/2438/4179234830_ed183d550d_z.jpg,149660
